Хиллерёд-Фредериция,21.10.2023 в 00:00,3.00,3.55,2.24
Хобро-Хельсингор,21.10.2023 в 00:00,1.90,3.75,3.75
Сённерйюск-Колдинг,21.10.2023 в 00:00,1.74,4.10,4.20
Ольборг (ж)-Брондбю (ж),20.10.2023 в 22:00,8.60,5.00,1.31
Аль-Масри-Тала Аль-Гаиш,20.10.2023 в 20:00,2.02,2.95,4.10
Керамика Клеопатра-Эль-Дахлея,20.10.2023 в 20:00,1.70,3.35,5.20
Бали Юнайтед-Персебайя Сурабайя,20.10.2023 в 15:00,1.93,3.65,3.45
Тира Персикабо-ПСИС Семаранг,20.10.2023 в 15:00,3.05,3.50,2.15
ПСМ Макассар-Арема,20.10.2023 в 19:00,1.51,4.10,5.80
Шабаб Аль-Ордон-Аль-Сарих,20.10.2023 в 21:00,1.72,3.55,4.60
Аль-Салт-Аль-Джазира,20.10.2023 в 21:00,1.83,3.55,4.00
Рамтха-Аль-Сархан,20.10.2023 в 23:30,1.40,4.00,8.60
Эстегляль-Хавадар,20.10.2023 в 21:30,1.39,4.00,9.00
Фулад Хузистан-Эстегляль Хузестан,20.10.2023 в 22:30,1.88,2.95,4.80
Коб Рэмблерс-Керри,21.10.2023 в 01:45,1.27,5.60,7.60
Брей Уондерерс-Финн Харпс,21.10.2023 в 01:45,1.55,4.00,4.80
Голуэй Юнайтед-Вексфорд,21.10.2023 в 01:45,1.28,5.60,7.20
Уотерфорд-Трити Юнайтед,21.10.2023 в 01:45,1.42,4.70,5.40
Атлон Таун-Лонгфорд Таун,21.10.2023 в 01:45,1.75,3.85,3.75
Триестина-Виченца,21.10.2023 в 01:45,2.65,2.95,2.60
Аталанта (до23)-Леньяго Салюс,21.10.2023 в 01:45,1.88,3.25,3.85
Пицерно-Мессина,21.10.2023 в 01:45,1.71,3.20,4.90
Монополи-Виртус,21.10.2023 в 01:45,2.22,3.05,3.10
Виртус Верона-Фиорензола,21.10.2023 в 01:45,1.64,3.45,5.00
Тренто-Про Сесто,21.10.2023 в 01:45,1.71,3.25,4.80
Аль-Мархия-Аль-Шамал,20.10.2023 в 21:30,2.80,3.55,2.28
Энвигадо-Депортиво Кали,21.10.2023 в 04:00,3.10,3.15,2.36
Ягуарес де Кордоба-Депортиво Пасто,21.10.2023 в 06:10,2.23,3.05,3.50
Балкани-Лирия,20.10.2023 в 18:00,1.28,4.80,11.0
Аль-Кувейт-Хайтан,20.10.2023 в 21:40,1.27,5.60,8.80
Аль-Араби-Аль-Фехахил,21.10.2023 в 00:30,1.37,4.90,7.00
Гарлява-Паневежес 2,20.10.2023 в 23:00,1.90,3.85,3.40
Дайнава-Судува,20.10.2023 в 22:00,2.34,3.15,2.95
Пуэбла (до23)-Чивас Гвадалахара (до23),20.10.2023 в 22:00,2.24,3.40,2.95
Атлас (до23)-Масатлан (до23),20.10.2023 в 22:00,1.69,4.10,4.20
Коррекаминос 2-Симарронес де Сонора 2,20.10.2023 в 23:00,2.20,3.35,3.05
ПСВ Эйндховен (ж)-Утрехт (ж),21.10.2023 в 00:30,1.63,4.10,4.50
Телстар (ж)-Эксельсиор Роттердам (ж),21.10.2023 в 00:30,2.32,3.50,2.75
Фейеноорд (ж)-Херенвен (ж),21.10.2023 в 00:30,1.66,3.90,4.50
Зволле (ж)-АЗ Алкмаар (ж),21.10.2023 в 00:30,1.41,4.90,5.80
Кристчерч Юнайтед-Петоне,21.10.2023 в 06:00,1.36,5.00,6.20
Кашмир Техникал-Веллингтон Феникс (рез),21.10.2023 в 06:00,1.63,4.20,4.00
УТК де Кахамарка-Сезар Вальехо,21.10.2023 в 03:00,1.79,3.45,3.95
Хробры Глогув-Мотор Люблин,20.10.2023 в 23:00,3.75,3.55,1.96
Висла Краков-Ресовия,21.10.2023 в 01:30,1.45,4.60,6.40
Калиш-Лех Познань 2,20.10.2023 в 23:00,1.43,4.60,6.20
Висла Пулавы-Радуния Стеньжица,21.10.2023 в 01:30,2.24,3.30,2.85
Хелмианка Хелм-Сокол Синява,20.10.2023 в 19:30,1.55,4.20,5.00
Столем Гневино-Свит Скольвин,20.10.2023 в 20:00,-,-,-
Вязовница-Вислани Яськовице,20.10.2023 в 23:00,2.65,3.55,2.38
Брон Радом-ЛКС 1926 Ломжа,20.10.2023 в 23:00,2.01,3.80,3.15
Погонь Щецин (ж)-Катовице (ж),20.10.2023 в 20:00,3.40,3.80,1.91
Академико Визеу (до23)-Брага (до23),20.10.2023 в 17:00,2.33,3.55,2.70
Рио Аве (до23)-Фамаликан (до23),20.10.2023 в 17:00,4.20,3.90,1.71
Бенфика (до23)-Эстрелла Амадора (до23),21.10.2023 в 01:00,2.55,3.55,2.46
Чахлэул-Селимбар,20.10.2023 в 22:00,2.30,3.15,3.30
Клифтонвилл-Линфилд,21.10.2023 в 01:45,3.10,3.20,2.15
Ларне-Каррик Рейнджерс,21.10.2023 в 01:45,1.20,5.80,10.0
Нови Пазар-Чукарички,20.10.2023 в 22:00,3.00,3.20,2.28
Напредак-Раднички 1923,21.10.2023 в 00:00,2.47,2.95,2.95
Спартак Суботица-Партизан Белград,21.10.2023 в 01:00,5.80,4.30,1.49
Аль-Талия-Джебла,20.10.2023 в 18:00,3.70,3.15,2.03
Аль-Джаиш-Аль-Ватба,20.10.2023 в 18:00,2.25,2.90,3.45
Тишрин-Аль-Хория,20.10.2023 в 18:00,1.52,3.80,6.20
Погронье-Поважска-Быстрица,20.10.2023 в 22:00,2.11,3.50,3.10
ВиОн Злате-Моравце-Земплин Михаловце,20.10.2023 в 22:30,2.28,3.35,2.90
Табор Сежана-Фузинар,20.10.2023 в 20:00,2.70,3.50,2.38
Витанест Билье-Крка Ново Место,20.10.2023 в 20:00,2.60,3.45,2.49
Бринье-Гросуплье-Кэти Эмми Быстрица,20.10.2023 в 20:00,1.97,3.50,3.50
Триглав-Приморье,20.10.2023 в 22:00,3.05,3.35,2.21
Чианграй Юнайтед-Бурирам Юнайтед,20.10.2023 в 18:00,5.40,4.00,1.55
Патхум Юнайтед-Трат,20.10.2023 в 19:00,1.53,4.10,5.60
Пхрэ Юнайтед-Краби,20.10.2023 в 18:00,1.61,3.55,5.80
Металлург Бекабад-Бухара,20.10.2023 в 18:30,1.75,3.35,4.80
Пахтакор Ташкент-Турон,20.10.2023 в 21:00,1.18,6.20,14.0
Монпелье (ж)-Флери (ж),21.10.2023 в 02:00,2.32,3.45,2.65
