Беерсхот Вильрейк-Ломмель ЮнБельгия,21.10.2023 в ,2.56,3.75,2.38
Дейнце-Генк IIБельгия,21.10.2023 в ,1.81,3.82,3.82
Аль Фатех-АбхаС,21.10.2023 в ,1.52,4.59,4.94
Аль Хилал Рияд-Аль Халидж СайхатС,21.10.2023 в ,1.06,12.03,19.54
Виль-ТунШвейцария,21.10.2023 в ,2.62,3.73,2.37
Боруссия Д-ВердерГермания,21.10.2023 в ,1.33,6.21,7.69
Парма-КомоИталия,21.10.2023 в ,1.88,3.45,4.3
Висла Краков-Ресовия ЖешувПольша,21.10.2023 в ,1.42,4.69,6.18
Ягеллония Белосток-Заглебье ЛюбинПольша,21.10.2023 в ,2.69,3.41,2.57
Адмира Вакер-ГАКАвстрия,21.10.2023 в ,3.1,3.4,2.14
Ньюпорт Каунти-УолсоллАнглия,21.10.2023 в ,2.38,3.35,2.83
Транмер Роверс-Донкастер РоверсАнглия,21.10.2023 в ,2.7,3.35,2.5
Эйрдрионианс-Куинс ПаркШотландия,21.10.2023 в ,2.13,3.61,3.02
Клифтонвилл-ЛинфилдСев,21.10.2023 в ,2.95,3.35,2.3
Ларн-Каррик РейнджерсСев,21.10.2023 в ,1.2,6.54,11.9
Юнион Ст,21.10.2023 в ,1.26,5.98,10.97
Дерри Сити-ШелборнИрландия,21.10.2023 в ,1.55,3.87,6.65
Слайго Роверс-ДандалкИрландия,21.10.2023 в ,2.91,3.29,2.46
Богемианс-Ст,21.10.2023 в ,1.74,3.94,4.45
Унив,21.10.2023 в ,6.02,4.31,1.52
Брей Уондерерс-Финн ХарпсИрландия,21.10.2023 в ,1.57,4.19,4.89
Уотерфорд Юн-Трити ЮнИрландия,21.10.2023 в ,1.42,4.88,5.88
Голуэй Юн-ВексфордИрландия,21.10.2023 в ,1.28,5.98,7.58
Ротерхэм-Ипсвич ТаунАнглия,21.10.2023 в ,6.39,4.39,1.5
Осасуна-ГранадаИспания,21.10.2023 в ,1.79,3.75,4.54
Эспаньол-ЛеганесИспания,21.10.2023 в ,1.61,3.88,5.68
Гавр-ЛансФранция,21.10.2023 в ,4.62,3.69,1.8
Шемрок-Дрохеда ЮнИрландия,21.10.2023 в ,1.28,5.45,11.11
Тигре-Ньюэллс Олд БойсАргентина,21.10.2023 в ,2.32,2.84,3.39
Кашемир Техникал-Веллингтон Феникс(резерв)Н,21.10.2023 в ,1.69,4,4
Крайстчерч Юн-ПетоунН,21.10.2023 в ,1.4,4.7,6.1
Оренсе-Депортиво Эль НасьональЭквадор,21.10.2023 в ,2.35,3.28,2.88
Бока Хуниорс-КА УнионАргентина,21.10.2023 в ,1.79,3.17,4.88
Мирассоль-Гуарани СПБразилия,21.10.2023 в ,1.83,3.15,5
Спорт Ресифе-ШапекоэнсеБразилия,21.10.2023 в ,1.5,3.82,7.15
Атлас-Масатлан ФКМексика,21.10.2023 в ,1.63,4.2,5.1
Хуарес-ПачукаМексика,21.10.2023 в ,2.33,3.45,2.95
Ла Эквидад-Рионегро АгиласКолумбия,21.10.2023 в ,2.59,3.01,2.88
Окленд Юн-Веллингтон ОлимпикН,21.10.2023 в ,2.65,3.7,2.27
Пуэбла-Чивас ГвадалахараМексика,21.10.2023 в 10:00,3,3.5,2.26
Ниигата-Саган ТосуЯпония,21.10.2023 в 11:00,1.98,3.5,3.8
Иваки-Шимицу С-ПалсЯпония,21.10.2023 в 11:00,3.45,3.55,2
Макартур ФК-Брисбен РоарАвстралия,21.10.2023 в 11:30,2.5,3.63,2.68Ð
Чхонан Сити-Соннам ИльваЮж,21.10.2023 в 11:30,3.28,3.28,2.19
Гамба Осака-НагойяЯпония,21.10.2023 в 12:00,2.74,3.22,2.64
Кобе-Касима АнтлерсЯпония,21.10.2023 в 12:00,2.18,3.21,3.51
Йокогама ФМ-СаппороЯпония,21.10.2023 в 12:00,1.94,4.1,3.4
Йокогама ФК-ТокиоЯпония,21.10.2023 в 12:00,2.96,3.41,2.36
Кванджу-Ульсан ХендайЮж,21.10.2023 в 12:00,2.95,3.25,2.42
Киото Санга-ШонанЯпония,21.10.2023 в 13:00,2.25,3.36,3.21
Мельбурн Сити-Вестерн ЮнАвстралия,21.10.2023 в 13:30,1.62,4.44,4.84Ð
Хиросима-Серезо ОсакаЯпония,21.10.2023 в 14:00,1.85,3.49,4.39
Пучхон 1995-АнянЮж,21.10.2023 в 14:00,2.5,3.31,2.75
Хэнань Суншань Лунмэн-Цанчжоу Майти ЛайонсКитай,21.10.2023 в 14:30,1.6,4.22,4.93
Тэгу-ЧонбукЮж,21.10.2023 в 14:30,2.83,3.18,2.54
Чзикзерада Миеркуреа Кук-Униря ДежРумыния,21.10.2023 в 15:00,1.64,3.74,5.16
КСМ Решица-КС ТунариРумыния,21.10.2023 в 15:00,1.97,3.45,3.66
Думбравита-КСМ АлександрияРумыния,21.10.2023 в 15:00,1.97,3.45,3.66
Прогресул Спартак 1944-Металоглобус БхРумыния,21.10.2023 в 15:00,4.07,3.66,1.81
Униря Слобозия-КСА Стяуа БухарестРумыния,21.10.2023 в 15:30,2.39,3.25,2.9
Сидней-Мельбурн ВикториАвстралия,21.10.2023 в 15:45,2.01,3.63,3.63Ð
Оренбург-ФакелРоссия,21.10.2023 в 16:00,1.81,3.64,4.65
Чунгнам Асан ФК-Пусан Ай-ПаркЮж,21.10.2023 в 16:30,3.84,3.28,2
Калев Таллинн-Вапрус ПярнуЭстония,21.10.2023 в 16:30,2.21,3.51,3
Кайсериспор-РезеспорТурция,21.10.2023 в 17:30,2.29,3.37,3.17
ББ Эрзурумспор-КечиоренгюджюТурция,21.10.2023 в 17:30,2.64,3.22,2.57
Тузласпор-КочаэлиспорТурция,21.10.2023 в 17:30,2.85,3.18,2.43
Кисварда-Мезоковешд ЖориВенгрия,21.10.2023 в 17:30,1.85,3.55,4.15
Пансераикос-Арис СалоникиГреция,22.10.2023 в ,3.77,3.26,2.1
Сабадель-Депортиво Ла КоруньяИспания,22.10.2023 в ,3.7,3.1,1.9
Аяччо-ПоФранция,22.10.2023 в ,1.77,3.43,5.07
Анже-БордоФранция,22.10.2023 в ,2.51,3.26,2.86
Анси-Амьен CКФранция,22.10.2023 в ,2.68,3.17,2.73
Генгам-КевиллиФранция,22.10.2023 в ,1.96,3.35,4.06
Труа-ЮС КонкарнеФранция,22.10.2023 в ,2.12,3.45,3.4
Гренобль Фут 38-ВалансьенФранция,22.10.2023 в ,2.1,3.25,3.7
Родез-БастияФранция,22.10.2023 в ,1.91,3.45,4.15
Дюнкерк-ПарижФранция,22.10.2023 в ,2.49,3.22,2.92
Абердин-ДандиШотландия,22.10.2023 в ,1.66,3.74,5.38
Леонеса-АрентейроИспания,22.10.2023 в ,1.58,3.4,5.3
